"occurrenceStatus","geometry"
"PRESENT",c(-82.824, 24.632467)
"PRESENT",c(-82.821467, 24.6521)
"PRESENT",c(-82.86855, 24.617867)
"PRESENT",c(-82.818183, 24.655367)
"PRESENT",c(-82.818033, 24.655483)
"PRESENT",c(-82.820083, 24.653717)
"PRESENT",c(-82.849933, 24.648283)
"PRESENT",c(-82.821517, 24.652367)
"PRESENT",c(-82.817817, 24.67025)
"PRESENT",c(-82.82005, 24.653967)
"PRESENT",c(-82.801167, 24.6598)
"PRESENT",c(-82.817933, 24.670167)
"PRESENT",c(-82.849817, 24.6481)
"PRESENT",c(-82.852217, 24.639517)
"PRESENT",c(-82.851933, 24.639717)
"PRESENT",c(-82.858067, 24.6292)
"PRESENT",c(-82.858117, 24.629017)
"PRESENT",c(-82.800833, 24.63095)
"PRESENT",c(-82.813133, 24.62605)
"PRESENT",c(-82.813283, 24.626267)
"PRESENT",c(-82.800917, 24.631083)
"PRESENT",c(-82.7832, 24.648683)
"PRESENT",c(-82.7933, 24.6381)
"PRESENT",c(-82.793433, 24.638217)
"PRESENT",c(-82.7855, 24.6482)
"PRESENT",c(-82.78525, 24.64815)
"PRESENT",c(-82.774767, 24.665483)
"PRESENT",c(-82.783367, 24.648833)
"PRESENT",c(-82.7721, 24.687267)
"PRESENT",c(-82.774667, 24.66565)
"PRESENT",c(-82.77225, 24.687283)
"PRESENT",c(-80.6247, 24.844417)
"PRESENT",c(-80.625033, 24.844667)
"PRESENT",c(-80.617067, 24.8488)
"PRESENT",c(-80.616883, 24.848667)
"PRESENT",c(-80.61315, 24.90415)
"PRESENT",c(-80.61345, 24.9044)
"PRESENT",c(-80.506717, 24.923617)
"PRESENT",c(-80.4604, 24.954867)
"PRESENT",c(-80.549433, 24.933767)
"PRESENT",c(-80.549433, 24.933767)
"PRESENT",c(-80.458, 24.95855)
"PRESENT",c(-80.45825, 24.95825)
"PRESENT",c(-80.506183, 24.9241)
"PRESENT",c(-80.6227, 24.848017)
"PRESENT",c(-80.482833, 24.931467)
"PRESENT",c(-80.460433, 24.9545)
"PRESENT",c(-80.4782, 24.940133)
"PRESENT",c(-80.482217, 24.93205)
"PRESENT",c(-80.62695, 24.844933)
"PRESENT",c(-80.622967, 24.848433)
"PRESENT",c(-80.477867, 24.940567)
"PRESENT",c(-80.62725, 24.844933)
"PRESENT",c(-80.615633, 24.90475)
"PRESENT",c(-80.615633, 24.90475)
"PRESENT",c(-80.547833, 24.93755)
"PRESENT",c(-80.506233, 24.918167)
"PRESENT",c(-80.506233, 24.918167)
"PRESENT",c(-80.5077, 24.921583)
"PRESENT",c(-80.547833, 24.93755)
"PRESENT",c(-80.458217, 24.948383)
"PRESENT",c(-80.505667, 24.920417)
"PRESENT",c(-80.5074, 24.920083)
"PRESENT",c(-80.458233, 24.951183)
"PRESENT",c(-80.505867, 24.9201)
"PRESENT",c(-80.45845, 24.949033)
"PRESENT",c(-80.460767, 24.953017)
"PRESENT",c(-80.460467, 24.95265)
"PRESENT",c(-80.641483, 24.829267)
"PRESENT",c(-80.589433, 24.873733)
"PRESENT",c(-80.45885, 24.95095)
"PRESENT",c(-80.64065, 24.829467)
"PRESENT",c(-80.4888, 24.937867)
"PRESENT",c(-81.3889, 24.6163)
"PRESENT",c(-81.391883, 24.616167)
"PRESENT",c(-80.452417, 24.9635)
"PRESENT",c(-80.452217, 24.963617)
"PRESENT",c(-80.5887, 24.874167)
"PRESENT",c(-80.48845, 24.938317)
"PRESENT",c(-81.391883, 24.616167)
"PRESENT",c(-81.41055, 24.5451)
"PRESENT",c(-81.41055, 24.5451)
"PRESENT",c(-81.3852, 24.567867)
"PRESENT",c(-81.387817, 24.567367)
"PRESENT",c(-81.385233, 24.5683)
"PRESENT",c(-81.410133, 24.5439)
"PRESENT",c(-81.388333, 24.567367)
"PRESENT",c(-81.410133, 24.5439)
"PRESENT",c(-81.403983, 24.5459)
"PRESENT",c(-81.4081, 24.544833)
"PRESENT",c(-81.403983, 24.5459)
"PRESENT",c(-81.4081, 24.544833)
"PRESENT",c(-81.404983, 24.5458)
"PRESENT",c(-81.404983, 24.5458)
"PRESENT",c(-81.675317, 24.5267)
"PRESENT",c(-81.65315, 24.523517)
"PRESENT",c(-81.65345, 24.523817)
"PRESENT",c(-81.747717, 24.464917)
"PRESENT",c(-81.733817, 24.47325)
"PRESENT",c(-81.73435, 24.473017)
"PRESENT",c(-81.77905, 24.46835)
"PRESENT",c(-81.792983, 24.466183)
"PRESENT",c(-81.778517, 24.468333)
"PRESENT",c(-81.792417, 24.46605)
"PRESENT",c(-80.297583, 25.124617)
"PRESENT",c(-80.366583, 25.014117)
"PRESENT",c(-80.218217, 25.20935)
"PRESENT",c(-80.218217, 25.20935)
"PRESENT",c(-80.3074, 25.10735)
"PRESENT",c(-80.352333, 25.030983)
"PRESENT",c(-80.297583, 25.124617)
"PRESENT",c(-80.306417, 25.107117)
"PRESENT",c(-80.288017, 25.156017)
"PRESENT",c(-80.366583, 25.014117)
"PRESENT",c(-80.367933, 25.018083)
"PRESENT",c(-80.349883, 25.03365)
"PRESENT",c(-80.367933, 25.018083)
"PRESENT",c(-80.349883, 25.03365)
"PRESENT",c(-80.35255, 25.031117)
"PRESENT",c(-80.2884, 25.156183)
"PRESENT",c(-80.29205, 25.133083)
"PRESENT",c(-80.2832, 25.110467)
"PRESENT",c(-80.291567, 25.133083)
"PRESENT",c(-80.295917, 25.096667)
"PRESENT",c(-80.304133, 25.101083)
"PRESENT",c(-80.283583, 25.109567)
"PRESENT",c(-80.295917, 25.096167)
"PRESENT",c(-80.312317, 25.074767)
"PRESENT",c(-80.312367, 25.074283)
"PRESENT",c(-80.43065, 24.970483)
"PRESENT",c(-80.31765, 25.077017)
"PRESENT",c(-80.32625, 25.0715)
"PRESENT",c(-80.30415, 25.100633)
"PRESENT",c(-80.4311, 24.970867)
"PRESENT",c(-80.43425, 24.983317)
"PRESENT",c(-80.317567, 25.07655)
"PRESENT",c(-80.434833, 24.983317)
"PRESENT",c(-80.32625, 25.0715)
"PRESENT",c(-80.33895, 25.047683)
"PRESENT",c(-80.331133, 25.08195)
"PRESENT",c(-80.29065, 25.157717)
"PRESENT",c(-80.29115, 25.15735)
"PRESENT",c(-80.338567, 25.048017)
"PRESENT",c(-80.3318, 25.08255)
"PRESENT",c(-80.412567, 24.98895)
"PRESENT",c(-80.415917, 24.984733)
"PRESENT",c(-80.411667, 24.989317)
"PRESENT",c(-80.396317, 25.021833)
"PRESENT",c(-80.415917, 24.984733)
"PRESENT",c(-80.415917, 24.984733)
"PRESENT",c(-80.415917, 24.984733)
"PRESENT",c(-80.401333, 25.016833)
"PRESENT",c(-80.396317, 25.021833)
"PRESENT",c(-80.400833, 25.017117)
"PRESENT",c(-80.2682, 25.15515)
"PRESENT",c(-80.435517, 24.987883)
"PRESENT",c(-80.435233, 24.987617)
"PRESENT",c(-80.268767, 25.155117)
"PRESENT",c(-80.3952, 25.065067)
"PRESENT",c(-80.1534, 25.357683)
"PRESENT",c(-80.1534, 25.357683)
"PRESENT",c(-80.395183, 25.065333)
"PRESENT",c(-80.103583, 25.5108)
"PRESENT",c(-80.158867, 25.309233)
"PRESENT",c(-80.109533, 25.490983)
"PRESENT",c(-80.117667, 25.514033)
"PRESENT",c(-80.103583, 25.5108)
"PRESENT",c(-80.109533, 25.490983)
"PRESENT",c(-80.117667, 25.514033)
"PRESENT",c(-80.158867, 25.309233)
"PRESENT",c(-80.144233, 25.376883)
"PRESENT",c(-80.144233, 25.376883)
"PRESENT",c(-80.138833, 25.369333)
"PRESENT",c(-80.1309, 25.404)
"PRESENT",c(-80.1309, 25.404)
"PRESENT",c(-80.138833, 25.369333)
"PRESENT",c(-80.124567, 25.485567)
"PRESENT",c(-80.126617, 25.4582)
"PRESENT",c(-80.126617, 25.4582)
"PRESENT",c(-80.124567, 25.485567)
"PRESENT",c(-80.134, 25.507617)
"PRESENT",c(-80.1152, 25.478217)
"PRESENT",c(-80.1476, 25.474483)
"PRESENT",c(-80.170367, 25.398933)
"PRESENT",c(-80.134, 25.507617)
"PRESENT",c(-80.1152, 25.478217)
"PRESENT",c(-80.1476, 25.474483)
"PRESENT",c(-80.150783, 25.436633)
"PRESENT",c(-80.150783, 25.436633)
"PRESENT",c(-80.170367, 25.398933)
"PRESENT",c(-80.158967, 25.364633)
"PRESENT",c(-80.158967, 25.364633)
"PRESENT",c(-80.178667, 25.35105)
"PRESENT",c(-80.217467, 25.3457)
"PRESENT",c(-81.853017, 24.4576)
"PRESENT",c(-80.178667, 25.35105)
"PRESENT",c(-80.170667, 25.5002)
"PRESENT",c(-80.217467, 25.3457)
"PRESENT",c(-80.170667, 25.5002)
"PRESENT",c(-81.853383, 24.457917)
"PRESENT",c(-81.846517, 24.460067)
"PRESENT",c(-81.699017, 24.4816)
"PRESENT",c(-81.846517, 24.460067)
"PRESENT",c(-81.698417, 24.481583)
"PRESENT",c(-81.710367, 24.478233)
"PRESENT",c(-81.711267, 24.478)
"PRESENT",c(-81.396, 24.544283)
"PRESENT",c(-81.396733, 24.5443)
"PRESENT",c(-81.296983, 24.56915)
"PRESENT",c(-81.298083, 24.569483)
"PRESENT",c(-81.471467, 24.5291)
"PRESENT",c(-81.515467, 24.520583)
"PRESENT",c(-81.470817, 24.528933)
"PRESENT",c(-81.514817, 24.520683)
"PRESENT",c(-81.831767, 24.47735)
"PRESENT",c(-81.653233, 24.490983)
"PRESENT",c(-81.65405, 24.490983)
"PRESENT",c(-81.781367, 24.472483)
"PRESENT",c(-81.832233, 24.477633)
"PRESENT",c(-81.781867, 24.472467)
"PRESENT",c(-81.9428, 24.454133)
"PRESENT",c(-81.834267, 24.4722)
"PRESENT",c(-81.9431, 24.4539)
"PRESENT",c(-81.805, 24.4701)
"PRESENT",c(-81.80515, 24.469783)
"PRESENT",c(-81.834, 24.472433)
"PRESENT",c(-81.894, 24.4531)
"PRESENT",c(-81.893583, 24.452683)
"PRESENT",c(-81.9754, 24.450733)
"PRESENT",c(-81.8743, 24.44215)
"PRESENT",c(-81.976033, 24.450533)
"PRESENT",c(-81.973217, 24.45095)
"PRESENT",c(-81.8942, 24.441033)
"PRESENT",c(-81.973533, 24.451267)
"PRESENT",c(-81.875083, 24.441733)
"PRESENT",c(-81.89475, 24.44075)
"PRESENT",c(-81.700633, 24.482867)
"PRESENT",c(-81.3106, 24.5697)
"PRESENT",c(-81.32205, 24.5658)
"PRESENT",c(-81.700483, 24.48235)
"PRESENT",c(-81.28475, 24.576533)
"PRESENT",c(-81.309933, 24.569667)
"PRESENT",c(-81.284467, 24.577117)
"PRESENT",c(-81.322667, 24.565833)
"PRESENT",c(-81.326783, 24.564467)
"PRESENT",c(-81.8968, 24.447667)
"PRESENT",c(-81.3263, 24.564767)
"PRESENT",c(-81.897183, 24.44675)
"PRESENT",c(-81.425067, 24.543)
"PRESENT",c(-81.42575, 24.542817)
"PRESENT",c(-81.526217, 24.5208)
"PRESENT",c(-81.6814, 24.479367)
"PRESENT",c(-81.681267, 24.4811)
"PRESENT",c(-81.75205, 24.4714)
"PRESENT",c(-81.751517, 24.471)
"PRESENT",c(-81.5268, 24.520817)
"PRESENT",c(-81.814617, 24.466817)
"PRESENT",c(-81.729117, 24.466967)
"PRESENT",c(-81.72865, 24.466533)
"PRESENT",c(-81.814133, 24.4669)
"PRESENT",c(-81.9428, 24.4334)
"PRESENT",c(-81.943583, 24.433267)
"PRESENT",c(-81.72845, 24.466667)
"PRESENT",c(-81.729183, 24.467)
"PRESENT",c(-81.4951, 24.541)
"PRESENT",c(-81.873, 24.44365)
"PRESENT",c(-81.872433, 24.443667)
"PRESENT",c(-81.243133, 24.603817)
"PRESENT",c(-81.2427, 24.603583)
"PRESENT",c(-81.7541, 24.485517)
"PRESENT",c(-81.485517, 24.542367)
"PRESENT",c(-81.754267, 24.485017)
"PRESENT",c(-81.806733, 24.47695)
"PRESENT",c(-81.8095, 24.477583)
"PRESENT",c(-81.807283, 24.477117)
"PRESENT",c(-81.80905, 24.477917)
"PRESENT",c(-81.92485, 24.454367)
"PRESENT",c(-81.917167, 24.448333)
"PRESENT",c(-81.817917, 24.4703)
"PRESENT",c(-81.873283, 24.453433)
"PRESENT",c(-81.925417, 24.453933)
"PRESENT",c(-81.8182, 24.4706)
"PRESENT",c(-81.917783, 24.4482)
"PRESENT",c(-81.873283, 24.453433)
"PRESENT",c(-81.7119, 24.4806)
"PRESENT",c(-81.907917, 24.457133)
"PRESENT",c(-81.665533, 24.509033)
"PRESENT",c(-81.7119, 24.4806)
"PRESENT",c(-81.716283, 24.479483)
"PRESENT",c(-81.716283, 24.479483)
"PRESENT",c(-81.666, 24.50895)
"PRESENT",c(-81.957167, 24.450333)
"PRESENT",c(-81.957817, 24.450167)
"PRESENT",c(-81.90775, 24.457583)
"PRESENT",c(-81.7451, 24.475633)
"PRESENT",c(-81.408533, 24.552633)
"PRESENT",c(-81.408767, 24.552417)
"PRESENT",c(-81.708617, 24.486467)
"PRESENT",c(-81.708133, 24.4862)
"PRESENT",c(-81.41545, 24.592767)
"PRESENT",c(-81.415067, 24.592833)
"PRESENT",c(-81.441867, 24.577617)
"PRESENT",c(-81.744583, 24.475567)
"PRESENT",c(-81.4703, 24.565633)
"PRESENT",c(-81.441967, 24.576583)
"PRESENT",c(-81.016617, 24.651533)
"PRESENT",c(-81.470017, 24.564817)
"PRESENT",c(-81.015617, 24.651483)
"PRESENT",c(-81.747583, 24.50305)
"PRESENT",c(-81.747417, 24.50295)
"PRESENT",c(-81.737083, 24.498817)
"PRESENT",c(-81.727833, 24.50135)
"PRESENT",c(-81.72825, 24.501133)
"PRESENT",c(-81.733983, 24.497583)
"PRESENT",c(-81.844383, 24.487367)
"PRESENT",c(-81.896217, 24.47905)
"PRESENT",c(-81.737633, 24.499783)
"PRESENT",c(-81.851817, 24.487367)
"PRESENT",c(-81.7333, 24.498033)
"PRESENT",c(-81.852083, 24.48745)
"PRESENT",c(-81.902083, 24.474583)
"PRESENT",c(-81.844017, 24.487633)
"PRESENT",c(-81.87215, 24.469117)
"PRESENT",c(-81.89575, 24.479133)
"PRESENT",c(-81.956833, 24.477417)
"PRESENT",c(-81.902283, 24.47395)
"PRESENT",c(-81.872433, 24.468917)
"PRESENT",c(-81.376467, 24.617083)
"PRESENT",c(-81.9115, 24.465133)
"PRESENT",c(-81.911917, 24.465383)
"PRESENT",c(-81.690567, 24.552067)
"PRESENT",c(-81.6898, 24.552167)
"PRESENT",c(-81.370983, 24.62035)
"PRESENT",c(-81.371217, 24.619983)
"PRESENT",c(-81.3758, 24.616933)
"PRESENT",c(-81.668317, 24.559983)
"PRESENT",c(-81.929633, 24.512533)
"PRESENT",c(-81.929533, 24.513133)
"PRESENT",c(-81.952283, 24.51315)
"PRESENT",c(-81.668617, 24.55975)
"PRESENT",c(-80.7032, 24.782317)
"PRESENT",c(-80.70325, 24.782133)
"PRESENT",c(-81.952667, 24.513033)
"PRESENT",c(-81.023233, 24.64955)
"PRESENT",c(-81.0718, 24.642617)
"PRESENT",c(-80.551283, 24.8858)
"PRESENT",c(-81.1242, 24.618533)
"PRESENT",c(-81.07115, 24.642467)
"PRESENT",c(-80.615783, 24.8448)
"PRESENT",c(-81.022767, 24.649583)
"PRESENT",c(-80.551667, 24.885683)
"PRESENT",c(-81.04035, 24.644783)
"PRESENT",c(-81.063583, 24.636933)
"PRESENT",c(-81.041017, 24.648183)
"PRESENT",c(-81.125, 24.618667)
"PRESENT",c(-81.049467, 24.640817)
"PRESENT",c(-80.6163, 24.844117)
"PRESENT",c(-80.529583, 24.90395)
"PRESENT",c(-81.062817, 24.637067)
"PRESENT",c(-80.52945, 24.903383)
"PRESENT",c(-80.739517, 24.762483)
"PRESENT",c(-80.727467, 24.770467)
"PRESENT",c(-80.7267, 24.771117)
"PRESENT",c(-80.74, 24.762683)
"PRESENT",c(-80.961233, 24.67365)
"PRESENT",c(-80.961767, 24.673833)
"PRESENT",c(-81.084417, 24.632633)
"PRESENT",c(-81.0838, 24.632533)
"PRESENT",c(-81.1651, 24.610917)
"PRESENT",c(-81.12235, 24.623583)
"PRESENT",c(-81.1443, 24.613067)
"PRESENT",c(-81.120483, 24.620183)
"PRESENT",c(-81.1221, 24.623283)
"PRESENT",c(-81.144517, 24.613267)
"PRESENT",c(-81.164717, 24.6108)
"PRESENT",c(-81.1678, 24.610917)
"PRESENT",c(-81.16835, 24.610783)
"PRESENT",c(-81.120783, 24.620033)
"PRESENT",c(-81.169983, 24.61045)
"PRESENT",c(-80.509183, 24.920483)
"PRESENT",c(-81.1701, 24.61095)
"PRESENT",c(-80.50885, 24.920633)
"PRESENT",c(-80.540583, 24.905317)
"PRESENT",c(-80.565333, 24.903)
"PRESENT",c(-80.5657, 24.903)
"PRESENT",c(-80.540917, 24.9051)
"PRESENT",c(-80.611583, 24.89255)
"PRESENT",c(-80.559633, 24.888417)
"PRESENT",c(-80.611333, 24.89205)
"PRESENT",c(-80.947433, 24.691567)
"PRESENT",c(-80.559533, 24.889083)
"PRESENT",c(-81.052933, 24.648033)
"PRESENT",c(-81.134117, 24.623783)
"PRESENT",c(-81.1257, 24.62685)
"PRESENT",c(-80.947867, 24.691583)
"PRESENT",c(-81.053067, 24.648017)
"PRESENT",c(-81.133633, 24.623867)
"PRESENT",c(-81.1117, 24.628383)
"PRESENT",c(-80.548033, 24.953983)
"PRESENT",c(-81.125617, 24.627067)
"PRESENT",c(-80.944667, 24.6958)
"PRESENT",c(-80.944667, 24.695417)
"PRESENT",c(-80.533467, 24.91375)
"PRESENT",c(-81.112067, 24.62865)
"PRESENT",c(-80.53375, 24.913467)
"PRESENT",c(-80.551383, 24.951233)
"PRESENT",c(-80.5507, 24.950867)
"PRESENT",c(-80.548367, 24.953683)
"PRESENT",c(-80.617933, 24.900783)
"PRESENT",c(-80.96315, 24.702867)
"PRESENT",c(-80.962983, 24.703117)
"PRESENT",c(-80.617933, 24.900783)
"PRESENT",c(-80.969667, 24.698917)
"PRESENT",c(-80.249133, 25.172567)
"PRESENT",c(-80.2485, 25.172167)
"PRESENT",c(-80.4392, 24.977617)
"PRESENT",c(-80.181233, 25.262517)
"PRESENT",c(-80.202817, 25.222783)
"PRESENT",c(-80.439367, 24.977167)
"PRESENT",c(-80.202817, 25.223333)
"PRESENT",c(-80.238467, 25.161517)
"PRESENT",c(-80.257017, 25.1376)
"PRESENT",c(-80.238233, 25.162067)
"PRESENT",c(-80.180067, 25.26295)
"PRESENT",c(-80.33555, 25.045333)
"PRESENT",c(-80.25775, 25.1371)
"PRESENT",c(-80.355533, 25.0238)
"PRESENT",c(-80.336217, 25.045033)
"PRESENT",c(-80.356017, 25.024117)
"PRESENT",c(-80.182933, 25.268717)
"PRESENT",c(-80.371733, 25.008567)
"PRESENT",c(-80.371683, 25.008517)
"PRESENT",c(-80.217283, 25.204283)
"PRESENT",c(-80.216917, 25.204633)
"PRESENT",c(-80.248967, 25.1483)
"PRESENT",c(-80.249683, 25.148367)
"PRESENT",c(-80.183217, 25.267967)
"PRESENT",c(-80.396267, 25.001683)
"PRESENT",c(-80.406383, 24.990467)
"PRESENT",c(-80.39675, 25.00175)
"PRESENT",c(-80.4068, 24.9902)
"PRESENT",c(-80.397933, 24.997)
"PRESENT",c(-80.189217, 25.279967)
"PRESENT",c(-80.44235, 24.969167)
"PRESENT",c(-80.397617, 24.99735)
"PRESENT",c(-80.253267, 25.17105)
"PRESENT",c(-80.442733, 24.9688)
"PRESENT",c(-80.252467, 25.170367)
"PRESENT",c(-80.189417, 25.279433)
"PRESENT",c(-80.391333, 25.028617)
"PRESENT",c(-80.1094, 25.51155)
"PRESENT",c(-80.3794, 25.003533)
"PRESENT",c(-80.109167, 25.511883)
"PRESENT",c(-80.3794, 25.00375)
"PRESENT",c(-80.391517, 25.02825)
"PRESENT",c(-80.443017, 24.9941)
"PRESENT",c(-80.4431, 24.99275)
"PRESENT",c(-80.269683, 25.168083)
"PRESENT",c(-80.269783, 25.167767)
"PRESENT",c(-80.375933, 25.02765)
"PRESENT",c(-80.3787, 25.011983)
"PRESENT",c(-80.2179, 25.3333)
"PRESENT",c(-80.375983, 25.027917)
"PRESENT",c(-80.379083, 25.012067)
"PRESENT",c(-80.424133, 25.040283)
"PRESENT",c(-80.222733, 25.296083)
"PRESENT",c(-80.2179, 25.3333)
"PRESENT",c(-80.217583, 25.332883)
"PRESENT",c(-80.453167, 25.003567)
"PRESENT",c(-80.460767, 24.995483)
"PRESENT",c(-80.423833, 25.04065)
"PRESENT",c(-80.461033, 24.99585)
"PRESENT",c(-80.452167, 25.003067)
"PRESENT",c(-80.147383, 25.356767)
"PRESENT",c(-80.10225, 25.5006)
"PRESENT",c(-80.141617, 25.351217)
"PRESENT",c(-80.1471, 25.3567)
"PRESENT",c(-80.0928, 25.56595)
"PRESENT",c(-80.147067, 25.35235)
"PRESENT",c(-80.093033, 25.56565)
"PRESENT",c(-80.147283, 25.351883)
"PRESENT",c(-80.101817, 25.501)
"PRESENT",c(-80.103583, 25.534983)
"PRESENT",c(-80.0989, 25.56995)
"PRESENT",c(-80.09845, 25.569383)
"PRESENT",c(-80.141783, 25.3513)
"PRESENT",c(-80.104133, 25.535033)
"PRESENT",c(-80.107567, 25.496933)
"PRESENT",c(-80.107667, 25.496383)
"PRESENT",c(-80.108167, 25.48385)
"PRESENT",c(-80.1079, 25.483133)
"PRESENT",c(-80.139783, 25.36525)
"PRESENT",c(-80.09135, 25.668883)
"PRESENT",c(-80.10025, 25.56275)
"PRESENT",c(-80.098533, 25.6798)
"PRESENT",c(-80.13925, 25.364783)
"PRESENT",c(-80.098683, 25.6804)
"PRESENT",c(-80.09115, 25.668517)
"PRESENT",c(-80.100333, 25.56325)
"PRESENT",c(-80.102817, 25.541467)
"PRESENT",c(-80.1028, 25.541017)
"PRESENT",c(-80.105983, 25.591533)
"PRESENT",c(-80.125433, 25.457433)
"PRESENT",c(-80.10535, 25.591567)
"PRESENT",c(-80.125233, 25.457633)
"PRESENT",c(-80.104367, 25.56665)
"PRESENT",c(-80.10415, 25.5663)
"PRESENT",c(-80.103683, 25.53765)
"PRESENT",c(-80.103617, 25.5381)
"PRESENT",c(-80.121467, 25.506483)
"PRESENT",c(-80.1097, 25.494833)
"PRESENT",c(-80.109433, 25.49425)
"PRESENT",c(-80.1574, 25.3648)
"PRESENT",c(-80.139183, 25.459833)
"PRESENT",c(-80.121583, 25.507033)
"PRESENT",c(-80.1277, 25.454867)
"PRESENT",c(-80.138983, 25.460083)
"PRESENT",c(-80.134333, 25.459083)
"PRESENT",c(-80.1576, 25.364517)
"PRESENT",c(-80.151433, 25.361217)
"PRESENT",c(-80.137417, 25.506517)
"PRESENT",c(-80.127917, 25.4554)
"PRESENT",c(-80.151283, 25.360733)
"PRESENT",c(-80.134133, 25.458183)
"PRESENT",c(-80.151433, 25.486317)
"PRESENT",c(-80.135383, 25.5066)
"PRESENT",c(-80.151917, 25.4863)
"PRESENT",c(-80.148733, 25.47795)
"PRESENT",c(-80.149383, 25.483383)
"PRESENT",c(-80.138967, 25.4828)
"PRESENT",c(-80.144, 25.4747)
"PRESENT",c(-80.139217, 25.4829)
"PRESENT",c(-80.144267, 25.47495)
"PRESENT",c(-80.148467, 25.478317)
"PRESENT",c(-80.14935, 25.483833)
"PRESENT",c(-80.147567, 25.47435)
"PRESENT",c(-80.145517, 25.460117)
"PRESENT",c(-80.147767, 25.474433)
"PRESENT",c(-80.148733, 25.47195)
"PRESENT",c(-80.1548, 25.456867)
"PRESENT",c(-80.148483, 25.471917)
"PRESENT",c(-80.145667, 25.460583)
"PRESENT",c(-80.160567, 25.371117)
"PRESENT",c(-80.145317, 25.4567)
"PRESENT",c(-80.1605, 25.3714)
"PRESENT",c(-80.14465, 25.456933)
"PRESENT",c(-80.163933, 25.383033)
"PRESENT",c(-80.1549, 25.456333)
"PRESENT",c(-81.6367, 24.499567)
"PRESENT",c(-81.242117, 24.590067)
"PRESENT",c(-81.668683, 24.488567)
"PRESENT",c(-80.154767, 25.38295)
"PRESENT",c(-81.241467, 24.5898)
"PRESENT",c(-81.6779, 24.486433)
"PRESENT",c(-81.677383, 24.486567)
"PRESENT",c(-81.725617, 24.47965)
"PRESENT",c(-81.594117, 24.5139)
"PRESENT",c(-81.657617, 24.49395)
"PRESENT",c(-81.725667, 24.480217)
"PRESENT",c(-81.657667, 24.493517)
"PRESENT",c(-81.621667, 24.511517)
"PRESENT",c(-81.669417, 24.4883)
"PRESENT",c(-81.879333, 24.451833)
"PRESENT",c(-81.879333, 24.451833)
"PRESENT",c(-81.620583, 24.513633)
"PRESENT",c(-81.855383, 24.456017)
"PRESENT",c(-81.855383, 24.456017)
"PRESENT",c(-81.84185, 24.460867)
"PRESENT",c(-81.857683, 24.454333)
"PRESENT",c(-81.703567, 24.48305)
"PRESENT",c(-81.857683, 24.454333)
"PRESENT",c(-81.659883, 24.492833)
"PRESENT",c(-81.662933, 24.492017)
"PRESENT",c(-81.707367, 24.482283)
"PRESENT",c(-81.842067, 24.460617)
"PRESENT",c(-81.703567, 24.48305)
"PRESENT",c(-81.659583, 24.493017)
"PRESENT",c(-81.707367, 24.482283)
"PRESENT",c(-81.62265, 24.503083)
"PRESENT",c(-81.70515, 24.496133)
"PRESENT",c(-81.83905, 24.46345)
"PRESENT",c(-81.838783, 24.4638)
"PRESENT",c(-81.662467, 24.4923)
"PRESENT",c(-81.7075, 24.505533)
"PRESENT",c(-81.70235, 24.499183)
"PRESENT",c(-81.705467, 24.49635)
"PRESENT",c(-81.609167, 24.517683)
"PRESENT",c(-81.702, 24.499533)
"PRESENT",c(-81.706283, 24.50585)
"PRESENT",c(-81.720333, 24.50505)
"PRESENT",c(-80.75505, 24.764917)
"PRESENT",c(-81.625733, 24.531933)
"PRESENT",c(-80.693683, 24.795417)
"PRESENT",c(-80.75545, 24.765367)
"PRESENT",c(-81.720967, 24.5051)
"PRESENT",c(-80.57875, 24.8693)
"PRESENT",c(-80.505617, 24.922217)
"PRESENT",c(-80.503483, 24.925367)
"PRESENT",c(-80.75595, 24.763283)
"PRESENT",c(-80.693133, 24.79505)
"PRESENT",c(-80.756317, 24.762417)
"PRESENT",c(-80.3041, 25.113467)
"PRESENT",c(-80.2152, 25.299983)
"PRESENT",c(-80.503867, 24.92595)
"PRESENT",c(-80.505617, 24.922217)
"PRESENT",c(-80.556183, 24.943317)
"PRESENT",c(-80.217, 25.217117)
"PRESENT",c(-80.579117, 24.8696)
"PRESENT",c(-80.222167, 25.295933)
"PRESENT",c(-80.2429, 25.184417)
"PRESENT",c(-80.37265, 25.0164)
"PRESENT",c(-80.3066, 25.109433)
"PRESENT",c(-80.24255, 25.184583)
"PRESENT",c(-80.55565, 24.9435)
"PRESENT",c(-80.2943, 25.1398)
"PRESENT",c(-80.372917, 25.016767)
"PRESENT",c(-80.37295, 25.010933)
"PRESENT",c(-80.21655, 25.217467)
"PRESENT",c(-80.23075, 25.205367)
"PRESENT",c(-80.231117, 25.20505)
"PRESENT",c(-80.37295, 25.010933)
"PRESENT",c(-80.232383, 25.207717)
"PRESENT",c(-80.347417, 25.0359)
"PRESENT",c(-80.232383, 25.20725)
"PRESENT",c(-80.347417, 25.0359)
"PRESENT",c(-80.208083, 25.226)
"PRESENT",c(-80.258133, 25.142783)
"PRESENT",c(-80.213017, 25.220817)
"PRESENT",c(-80.258133, 25.142783)
"PRESENT",c(-80.208233, 25.226267)
"PRESENT",c(-80.213017, 25.220817)
"PRESENT",c(-80.22505, 25.199483)
"PRESENT",c(-80.355017, 25.029017)
"PRESENT",c(-80.224617, 25.199417)
"PRESENT",c(-80.35345, 25.0311)
"PRESENT",c(-80.3532, 25.03165)
